Inlet_1.pt
3.14108e+006
3.11966e+006
3.09825e+006
3.07684e+006
3.05543e+006
3.03402e+006
3.01261e+006
2.9912e+006
2.96979e+006
2.94838e+006
2.92697e+006
2.90556e+006
2.88415e+006
2.86274e+006
2.84132e+006
2.81991e+006
2.7985e+006
2.77709e+006
2.75568e+006
2.73427e+006
2.71286e+006
2.69145e+006
2.67004e+006
2.64863e+006
2.62722e+006
2.60581e+006
2.5844e+006
2.56298e+006
2.54157e+006
2.52016e+006
2.49875e+006
2.47734e+006
2.45593e+006
2.43452e+006
2.41311e+006
2.3917e+006
2.37029e+006
2.34888e+006
2.32747e+006
2.30606e+006
2.28464e+006
2.26323e+006
2.24182e+006
2.22041e+006
2.199e+006
2.17759e+006
2.15618e+006
2.13477e+006
2.11336e+006
2.09195e+006
2.07054e+006
2.04913e+006
2.02772e+006
2.00631e+006
1.98489e+006
1.96348e+006
1.94207e+006
1.92066e+006
1.89925e+006
1.87784e+006
1.85643e+006
1.83502e+006
1.81361e+006
1.7922e+006
1.77079e+006
1.74938e+006
1.72797e+006
1.70655e+006
1.68514e+006
1.66373e+006
1.64232e+006
1.62091e+006
1.5995e+006
1.57809e+006
1.55668e+006
1.53527e+006
1.51386e+006
1.49245e+006
1.47104e+006
1.44963e+006
1.42822e+006
1.4068e+006
1.38539e+006
1.36398e+006
1.34257e+006
1.32116e+006
1.29975e+006
1.27834e+006
1.25693e+006
1.23552e+006
1.21411e+006
1.1927e+006
1.17129e+006
1.14988e+006
1.12846e+006
1.10705e+006
1.08564e+006
1.06423e+006
1.04282e+006
1.02141e+006
1e+006
